"","name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","usersrated","average","avgweight","boardgamehonor","boardgamecategory","description","boardgamefamily"
"2378","Alien Uprising",2014,3,5,90,90,14,271,6.18118,3.16,"['None']","Science Fiction","Tensions have been high with the alien &amp;quot;bug&amp;quot; races of the galaxy &amp;ndash; the Zothren &amp;ndash; and your ship has crash landed on the planet Hive IV, one of the more renegade &amp;quot;bug&amp;quot; planets. You quickly set up perimeter force fields and begin surveying the surrounding terrain for debris from your ship, only to find it scattered everywhere. Then you see them &amp;ndash; at first only a few &amp;quot;bug&amp;quot; scouts, but then the numbers begin to increase all around you: archers, slashers, and even the monstrous brutes. This is more than a scouting party; this is a war party! They begin to attack the shields as the crew starts to retrieve debris. The SOS has been sent and a ship in the sector has responded, but can it get to you before the &amp;quot;bugs&amp;quot; overwhelm your crew? Can you repair parts of the ship and use it as a defense? Can you repair the hull and fire up the engine to lift off? It's all in the hands of the crew &amp;ndash; your hands.  In Alien Uprising, the player crew must either hold off the Zothren attacks until the rescue ship arrives, or repair the ship and lift off from the hostile planet before being destroyed. To achieve either of these goals, the crew must work together, using their unique skills and chosen actions to perform a number of tasks, defend themselves, and retrieve and repair equipment and the ship.  To establish the actions available each turn, the first player rolls custom dice, then each player chooses an action for the turn, starting with the first player. The available actions include combat, engineering, reload/recharge first aid, scout, and wild; the dice also have an alien icon that shows the speed of the enemy while limiting the actions that players have available to them. Players also have unique character skills, and the game can be set to higher levels of difficulty for more experienced players.","['Aliens', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Tower Defense']"
"2379","Railroad Dice",2003,2,4,90,90,12,503,6.18114,2.7073,"['None']","Dice","Railroad Dice: The First Rails is the first game in a new series of railway games using dice as their main component.  Each player is an investor who wants to take control of one or more of the 5 Railroad companies with the aim of constructing as many adjacent Railway Stations as possible in order to attract the most Passengers.  The game is played simultaneously on two large tiles upon which the tracks and stations are built. In a fairly unique methodology, finished tiles are replaced by miniature tiles as the tracks grow.  (Initially released in a cube box at Essen 2003 with a publication run of 300 copies)","['Admin: Better Description Needed!', 'Railroad Dice']"
"2380","Railroad Dice",2003,2,4,90,90,12,503,6.18114,2.7073,"['None']","Trains","Railroad Dice: The First Rails is the first game in a new series of railway games using dice as their main component.  Each player is an investor who wants to take control of one or more of the 5 Railroad companies with the aim of constructing as many adjacent Railway Stations as possible in order to attract the most Passengers.  The game is played simultaneously on two large tiles upon which the tracks and stations are built. In a fairly unique methodology, finished tiles are replaced by miniature tiles as the tracks grow.  (Initially released in a cube box at Essen 2003 with a publication run of 300 copies)","['Admin: Better Description Needed!', 'Railroad Dice']"
"2381","Railroad Dice",2003,2,4,90,90,12,503,6.18114,2.7073,"['None']","Transportation","Railroad Dice: The First Rails is the first game in a new series of railway games using dice as their main component.  Each player is an investor who wants to take control of one or more of the 5 Railroad companies with the aim of constructing as many adjacent Railway Stations as possible in order to attract the most Passengers.  The game is played simultaneously on two large tiles upon which the tracks and stations are built. In a fairly unique methodology, finished tiles are replaced by miniature tiles as the tracks grow.  (Initially released in a cube box at Essen 2003 with a publication run of 300 copies)","['Admin: Better Description Needed!', 'Railroad Dice']"
"2382","Battle for Moscow (first edition)",1986,2,2,90,90,12,284,6.18056,1.9839,"['1987 Charles S. Roberts Best World War II Board Game Nominee']","Print & Play","Free, relatively simple WW2 wargame.  The basic game lasts 7 turns by each side; the expanded rules set doubles that.  Many of the elements of wargames are presented here: zones of control, combat results table, movement and combat values, full strength versus half strength, terrain effects on movement and combat, turns divided into phases, and weather conditions for mud.","['Campaigns in Russia', 'Cities: Moscow (Russia)', 'Country: Russia']"
"2383","Battle for Moscow (first edition)",1986,2,2,90,90,12,284,6.18056,1.9839,"['1987 Charles S. Roberts Best World War II Board Game Nominee']","Wargame","Free, relatively simple WW2 wargame.  The basic game lasts 7 turns by each side; the expanded rules set doubles that.  Many of the elements of wargames are presented here: zones of control, combat results table, movement and combat values, full strength versus half strength, terrain effects on movement and combat, turns divided into phases, and weather conditions for mud.","['Campaigns in Russia', 'Cities: Moscow (Russia)', 'Country: Russia']"
"2384","Battle for Moscow (first edition)",1986,2,2,90,90,12,284,6.18056,1.9839,"['1987 Charles S. Roberts Best World War II Board Game Nominee']","World War II","Free, relatively simple WW2 wargame.  The basic game lasts 7 turns by each side; the expanded rules set doubles that.  Many of the elements of wargames are presented here: zones of control, combat results table, movement and combat values, full strength versus half strength, terrain effects on movement and combat, turns divided into phases, and weather conditions for mud.","['Campaigns in Russia', 'Cities: Moscow (Russia)', 'Country: Russia']"
"2385","Breakaway Rider",1963,2,6,20,20,8,730,6.1801,1.2772,"['1989 Spiel des Jahres Recommended']","Card Game","Simple card game of cycle racing. Players fight to hold the yellow jersey when the race ends.  Players are dealt 6 cards and draw a 7th before playing a pace card, and any additional modifiers. There are 84 pace cards numbered between 39 and 50, Spurts (which add 2 to your pace), Headwind (which subtract -2 from your pace) and Mountains (which ensure that no one can take the lead from the current player).  One player starts as the race leader with a yellow token, and plays a speed card. Successive players must match the leader's pace to stay in the Peleton (the race pack), and each enjoys a +2 to their pace card simulating the benefit of decreased wind resistance.  If a player falls more than 2 behind the pack, than they draw chips (representing minutes) equal to the difference from their card and the race pace.  If a player starts his turn not in the Peleton, than he does not get the +2 slipstream bonus.  If a player plays a card that is faster than the race leader, they either take the lead, or make up time until they catch the Peleton.  If they take the lead, they take the yellow token, and successive players must now match their tempo.  You must play Headwinds when you draw them, and you can use Spurts as you like.  You play Mountain cards on yourself or the race leader, and they prevent anyone from passing the leader, and they also remove the 2 km slipstream bonus that other player otherwise enjoy.  The race ends when the deck runs out.  The player holding the yellow token wins and scores a point, the other players lose points equal to the chips in front of them.  Timing is everything if you plan to win.","['Sports: Bicycle / Cycling']"
"2386","Breakaway Rider",1963,2,6,20,20,8,730,6.1801,1.2772,"['1989 Spiel des Jahres Recommended']","Racing","Simple card game of cycle racing. Players fight to hold the yellow jersey when the race ends.  Players are dealt 6 cards and draw a 7th before playing a pace card, and any additional modifiers. There are 84 pace cards numbered between 39 and 50, Spurts (which add 2 to your pace), Headwind (which subtract -2 from your pace) and Mountains (which ensure that no one can take the lead from the current player).  One player starts as the race leader with a yellow token, and plays a speed card. Successive players must match the leader's pace to stay in the Peleton (the race pack), and each enjoys a +2 to their pace card simulating the benefit of decreased wind resistance.  If a player falls more than 2 behind the pack, than they draw chips (representing minutes) equal to the difference from their card and the race pace.  If a player starts his turn not in the Peleton, than he does not get the +2 slipstream bonus.  If a player plays a card that is faster than the race leader, they either take the lead, or make up time until they catch the Peleton.  If they take the lead, they take the yellow token, and successive players must now match their tempo.  You must play Headwinds when you draw them, and you can use Spurts as you like.  You play Mountain cards on yourself or the race leader, and they prevent anyone from passing the leader, and they also remove the 2 km slipstream bonus that other player otherwise enjoy.  The race ends when the deck runs out.  The player holding the yellow token wins and scores a point, the other players lose points equal to the chips in front of them.  Timing is everything if you plan to win.","['Sports: Bicycle / Cycling']"
"2387","Breakaway Rider",1963,2,6,20,20,8,730,6.1801,1.2772,"['1989 Spiel des Jahres Recommended']","Sports","Simple card game of cycle racing. Players fight to hold the yellow jersey when the race ends.  Players are dealt 6 cards and draw a 7th before playing a pace card, and any additional modifiers. There are 84 pace cards numbered between 39 and 50, Spurts (which add 2 to your pace), Headwind (which subtract -2 from your pace) and Mountains (which ensure that no one can take the lead from the current player).  One player starts as the race leader with a yellow token, and plays a speed card. Successive players must match the leader's pace to stay in the Peleton (the race pack), and each enjoys a +2 to their pace card simulating the benefit of decreased wind resistance.  If a player falls more than 2 behind the pack, than they draw chips (representing minutes) equal to the difference from their card and the race pace.  If a player starts his turn not in the Peleton, than he does not get the +2 slipstream bonus.  If a player plays a card that is faster than the race leader, they either take the lead, or make up time until they catch the Peleton.  If they take the lead, they take the yellow token, and successive players must now match their tempo.  You must play Headwinds when you draw them, and you can use Spurts as you like.  You play Mountain cards on yourself or the race leader, and they prevent anyone from passing the leader, and they also remove the 2 km slipstream bonus that other player otherwise enjoy.  The race ends when the deck runs out.  The player holding the yellow token wins and scores a point, the other players lose points equal to the chips in front of them.  Timing is everything if you plan to win.","['Sports: Bicycle / Cycling']"
"2388","Alexandros",2003,2,4,45,45,12,907,6.17778,2.3826,"['2005 Games Magazine Best New Family Strategy Game Winner']","Abstract Strategy","Alexandros is an abstract strategy by Leo Colovini, thematically inspired by the military expansion of Alexander the Great. It includes the &amp;quot;triggered scoring for all&amp;quot; mechanism, which can be considered a trademark of the designer, implemented in many of his games. It forces players to evaluate their actions in relation to what other players can earn.  The goal of the game is to have more points than other players when the trail/border markers are depleted or someone scores 100 points first.  Gameplay is driven by cards, used for all actions. Clockwise, players are first obliged to move the figure representing Alexandros across a triangular grid. They do this by playing cards with symbols matching those on destination spots. This is the core concept of the game - when the figure of Alexandros is moved, it leaves a trail of borders behind it. Soon, these borders begin to form provinces composed of triangular spaces: either with symbols or empty.  After moving Alexandros, players either build their hand of cards by drawing them, take over provinces or trigger scorings if the situation on the board suits them.  Players can occupy provinces by playing cards from their hand and placing tokens representing their leaders on spaces with corresponding symbols. When a scoring is triggered, provinces earn points equal to the number of empty spaces in them. Players can take over empty provinces and/or those occupied by other players. Each player has only four generals and placing them costs valuable cards - the game requires careful hand management and point-to-point movement - to create worthy provinces for scoring.  Awarded title of &amp;quot;Best Family Strategy Game&amp;quot; by Games Magazine in 2005.","['Country: Greece']"
"2389","Alexandros",2003,2,4,45,45,12,907,6.17778,2.3826,"['2005 Games Magazine Best New Family Strategy Game Winner']","Ancient","Alexandros is an abstract strategy by Leo Colovini, thematically inspired by the military expansion of Alexander the Great. It includes the &amp;quot;triggered scoring for all&amp;quot; mechanism, which can be considered a trademark of the designer, implemented in many of his games. It forces players to evaluate their actions in relation to what other players can earn.  The goal of the game is to have more points than other players when the trail/border markers are depleted or someone scores 100 points first.  Gameplay is driven by cards, used for all actions. Clockwise, players are first obliged to move the figure representing Alexandros across a triangular grid. They do this by playing cards with symbols matching those on destination spots. This is the core concept of the game - when the figure of Alexandros is moved, it leaves a trail of borders behind it. Soon, these borders begin to form provinces composed of triangular spaces: either with symbols or empty.  After moving Alexandros, players either build their hand of cards by drawing them, take over provinces or trigger scorings if the situation on the board suits them.  Players can occupy provinces by playing cards from their hand and placing tokens representing their leaders on spaces with corresponding symbols. When a scoring is triggered, provinces earn points equal to the number of empty spaces in them. Players can take over empty provinces and/or those occupied by other players. Each player has only four generals and placing them costs valuable cards - the game requires careful hand management and point-to-point movement - to create worthy provinces for scoring.  Awarded title of &amp;quot;Best Family Strategy Game&amp;quot; by Games Magazine in 2005.","['Country: Greece']"
"2390","Alexandros",2003,2,4,45,45,12,907,6.17778,2.3826,"['2005 Games Magazine Best New Family Strategy Game Winner']","Territory Building","Alexandros is an abstract strategy by Leo Colovini, thematically inspired by the military expansion of Alexander the Great. It includes the &amp;quot;triggered scoring for all&amp;quot; mechanism, which can be considered a trademark of the designer, implemented in many of his games. It forces players to evaluate their actions in relation to what other players can earn.  The goal of the game is to have more points than other players when the trail/border markers are depleted or someone scores 100 points first.  Gameplay is driven by cards, used for all actions. Clockwise, players are first obliged to move the figure representing Alexandros across a triangular grid. They do this by playing cards with symbols matching those on destination spots. This is the core concept of the game - when the figure of Alexandros is moved, it leaves a trail of borders behind it. Soon, these borders begin to form provinces composed of triangular spaces: either with symbols or empty.  After moving Alexandros, players either build their hand of cards by drawing them, take over provinces or trigger scorings if the situation on the board suits them.  Players can occupy provinces by playing cards from their hand and placing tokens representing their leaders on spaces with corresponding symbols. When a scoring is triggered, provinces earn points equal to the number of empty spaces in them. Players can take over empty provinces and/or those occupied by other players. Each player has only four generals and placing them costs valuable cards - the game requires careful hand management and point-to-point movement - to create worthy provinces for scoring.  Awarded title of &amp;quot;Best Family Strategy Game&amp;quot; by Games Magazine in 2005.","['Country: Greece']"
"2391","Schlacht am Buffet",2011,3,6,30,30,8,126,6.1746,1.6667,"['None']","Animals","In Schlacht am Buffet, each player holds nine cards. In each turn, each player simultaneously selects a card and places it face-down on the table. Then the players take turns showing their card and moving their mice around the buffet table. After all cards have been revealed, the mouse which is alone in last place is eliminated and has to take the least valuable dish currently on the table. When all but two mice have been eliminated, the leading mouse gets the best dish (as long as it is alone on its field). The second placed mouse gets nothing. Afterwards, all players fill up their hands to nine cards.  Additional dishes of the same kind have to be stacked on previously earned ones. At the end of the game, only the top dish of each kind counts. When all dishes have been distributed, the game ends and the player with most points is the winner.","['Animals: Mice']"
"2392","Schlacht am Buffet",2011,3,6,30,30,8,126,6.1746,1.6667,"['None']","Card Game","In Schlacht am Buffet, each player holds nine cards. In each turn, each player simultaneously selects a card and places it face-down on the table. Then the players take turns showing their card and moving their mice around the buffet table. After all cards have been revealed, the mouse which is alone in last place is eliminated and has to take the least valuable dish currently on the table. When all but two mice have been eliminated, the leading mouse gets the best dish (as long as it is alone on its field). The second placed mouse gets nothing. Afterwards, all players fill up their hands to nine cards.  Additional dishes of the same kind have to be stacked on previously earned ones. At the end of the game, only the top dish of each kind counts. When all dishes have been distributed, the game ends and the player with most points is the winner.","['Animals: Mice']"
"2393","Schlacht am Buffet",2011,3,6,30,30,8,126,6.1746,1.6667,"['None']","Comic Book / Strip","In Schlacht am Buffet, each player holds nine cards. In each turn, each player simultaneously selects a card and places it face-down on the table. Then the players take turns showing their card and moving their mice around the buffet table. After all cards have been revealed, the mouse which is alone in last place is eliminated and has to take the least valuable dish currently on the table. When all but two mice have been eliminated, the leading mouse gets the best dish (as long as it is alone on its field). The second placed mouse gets nothing. Afterwards, all players fill up their hands to nine cards.  Additional dishes of the same kind have to be stacked on previously earned ones. At the end of the game, only the top dish of each kind counts. When all dishes have been distributed, the game ends and the player with most points is the winner.","['Animals: Mice']"
"2394","Verb\u00e0lia",2010,1,40,30,30,4,102,6.17255,1.8571,"['2012 Premio Jugamos Tod@s Winner']","Word Game","Verb&amp;agrave;lia, el joc is a collection of 50 word and language games (maybe 49, maybe 51, up to the players to discover) in Catalan. The games are all playable with the material included, and range from simple word formation games to complex sentence-forming games. There are games using letters and games using syllables; there are games to play solitaire and games to play with large groups; there are reflexive games and skill games; there are fast and crazy games and long and quiet games; there are party-oriented games and competitive and more strategic games, even a letter-based Texas hold'em. A treasure trove of games for word and language lovers!  Contents: - 3 game boards - 200 letter tokens - 136 syllable tokens - 120 wooden markers in various colours - 4 notebooks - 4 pencils - 2 cloth bags - The rulebook for the 50 games  Note that the distribution of letters and syllables is based on their relative abundance in Catalan and thus it is not playable with other languages. A Spanish edition is expected for Spring 2011.","['Verbu00e0lia']"
"2395","Ultimate Outburst",1999,0,0,60,60,18,250,6.1715,1.3704,"['None']","Party Game","Ultimate Ouburst is a superset of the original Outburst! featuring 2 extra rounds of play.  ReverseBurst where you hear and answers and guess the topic and Challenge Outburst where you bid against the opponents.  It also features updated topics.","['Outburst']"
"2396","MLB SportsClix",2004,2,2,30,30,8,137,6.1708,1.9474,"['None']","Collectible Components","From the WizKids Games Site:  MLB&amp;trade; SportsClix&amp;trade;, the company&amp;rsquo;s first sports-themed entry into the collectable miniatures game (CMG) market, will hit store shelves during baseball&amp;rsquo;s 2004 spring training.  It features real major leaguers sculpted as two-inch-high 3-D game pieces. MLB SportsClix game players act as team managers, collecting and trading the miniature baseballers to face each other on a ballpark playmat.  MLB SportsClix simulates real game situations by using specially-designed dice together with actual statistics that are contained in each player-specific figurine. The Alex Rodriguez figure, for example, will be a more powerful player in the SportsClix world just as he is in real life. And Mark Prior will be an intimidating presence on the mound.","['Clix', 'CMGs (Collectible Miniatures Games)', 'Sports: Baseball']"
"2397","MLB SportsClix",2004,2,2,30,30,8,137,6.1708,1.9474,"['None']","Miniatures","From the WizKids Games Site:  MLB&amp;trade; SportsClix&amp;trade;, the company&amp;rsquo;s first sports-themed entry into the collectable miniatures game (CMG) market, will hit store shelves during baseball&amp;rsquo;s 2004 spring training.  It features real major leaguers sculpted as two-inch-high 3-D game pieces. MLB SportsClix game players act as team managers, collecting and trading the miniature baseballers to face each other on a ballpark playmat.  MLB SportsClix simulates real game situations by using specially-designed dice together with actual statistics that are contained in each player-specific figurine. The Alex Rodriguez figure, for example, will be a more powerful player in the SportsClix world just as he is in real life. And Mark Prior will be an intimidating presence on the mound.","['Clix', 'CMGs (Collectible Miniatures Games)', 'Sports: Baseball']"
"2398","MLB SportsClix",2004,2,2,30,30,8,137,6.1708,1.9474,"['None']","Sports","From the WizKids Games Site:  MLB&amp;trade; SportsClix&amp;trade;, the company&amp;rsquo;s first sports-themed entry into the collectable miniatures game (CMG) market, will hit store shelves during baseball&amp;rsquo;s 2004 spring training.  It features real major leaguers sculpted as two-inch-high 3-D game pieces. MLB SportsClix game players act as team managers, collecting and trading the miniature baseballers to face each other on a ballpark playmat.  MLB SportsClix simulates real game situations by using specially-designed dice together with actual statistics that are contained in each player-specific figurine. The Alex Rodriguez figure, for example, will be a more powerful player in the SportsClix world just as he is in real life. And Mark Prior will be an intimidating presence on the mound.","['Clix', 'CMGs (Collectible Miniatures Games)', 'Sports: Baseball']"
"2399","Sunken City",2004,2,4,45,45,8,836,6.16946,1.9899,"['2004 Kinderspielexperten 8-to-13-year-olds Nominee', '2004 Spiel des Jahres Recommended']","Adventure","Players have come to the ruins of the Sunken City which long ago was lost to the sea. Try to raise the old city, building by building, and then construct pathways to get to these buildings to find ancient treasure from this lost civilization. But Neptune, the maritime protector, governs this area and is furious with the interfering humans. He streaks across the board smashing everything he comes across, that the city may rest in peace. The player who finds the most treasure is the victor, and so the city may rest again...","['Admin: Better Description Needed!']"
"2400","Sunken City",2004,2,4,45,45,8,836,6.16946,1.9899,"['2004 Kinderspielexperten 8-to-13-year-olds Nominee', '2004 Spiel des Jahres Recommended']","Ancient","Players have come to the ruins of the Sunken City which long ago was lost to the sea. Try to raise the old city, building by building, and then construct pathways to get to these buildings to find ancient treasure from this lost civilization. But Neptune, the maritime protector, governs this area and is furious with the interfering humans. He streaks across the board smashing everything he comes across, that the city may rest in peace. The player who finds the most treasure is the victor, and so the city may rest again...","['Admin: Better Description Needed!']"
"2401","Sunken City",2004,2,4,45,45,8,836,6.16946,1.9899,"['2004 Kinderspielexperten 8-to-13-year-olds Nominee', '2004 Spiel des Jahres Recommended']","Exploration","Players have come to the ruins of the Sunken City which long ago was lost to the sea. Try to raise the old city, building by building, and then construct pathways to get to these buildings to find ancient treasure from this lost civilization. But Neptune, the maritime protector, governs this area and is furious with the interfering humans. He streaks across the board smashing everything he comes across, that the city may rest in peace. The player who finds the most treasure is the victor, and so the city may rest again...","['Admin: Better Description Needed!']"
"2402","Sunken City",2004,2,4,45,45,8,836,6.16946,1.9899,"['2004 Kinderspielexperten 8-to-13-year-olds Nominee', '2004 Spiel des Jahres Recommended']","Mythology","Players have come to the ruins of the Sunken City which long ago was lost to the sea. Try to raise the old city, building by building, and then construct pathways to get to these buildings to find ancient treasure from this lost civilization. But Neptune, the maritime protector, governs this area and is furious with the interfering humans. He streaks across the board smashing everything he comes across, that the city may rest in peace. The player who finds the most treasure is the victor, and so the city may rest again...","['Admin: Better Description Needed!']"
"2403","Expedition Sumatra",2010,2,4,45,45,8,134,6.1694,2.4286,"['2011 Essener Feder Best Written Rules Winner']","Animals","Sumatra - Island of many rare species  On behalf of the most famous zoological gardens of the Western World a few teams of big game hunters set out to the jungle of Sumatra to catch some nearly extinct species for the benefit of posterity. While also the black market lures with attractive prices, the inhabitants of the island have a say in the matter as well.  Expedition Sumatra leads the players into the dense primeval forest of the Indonesian island. By cleverly flipping and rotating the path tiles they have to build new roads through the jungle, track down rare animals and load them onto their ships, which circle around the island.  Like the vegetation in a jungle the board of Expedition Sumatra is constantly changing its appearance - old paths vanish, new ones appear, while the players are searching for animals hidden in the forest. And each tile that is flipped raises the question anew: Will the hunt be successful or will there be only deserted paths or might there even be a native lurking, ready to take the hard-won animals back to the jungle?  ---  Sumatra - Insel vieler seltener Tierarten  Im Auftrag namhafter Zoologischer G&amp;auml;rten machen sich mehrere Teams von Gro&amp;szlig;wildj&amp;auml;gern daran, zum Nutzen der Nachwelt einige der selten gewordenen Tiere im Dschungel von Sumatra einzufangen. Zwar lockt auch der Schwarzmarkt mit guten Preisen, doch die Inselbewohner haben ebenfalls noch ein W&amp;ouml;rtchen mitzureden.  Expedition Sumatra f&amp;uuml;hrt die Spieler in einen &amp;uuml;ppig wuchernden Inselurwald. Hier gilt es, durch geschicktes Klappen und Drehen der Wegepl&amp;auml;ttchen Pfade durchs Dickicht zu bahnen, seltene Tiere zu entdecken und auf das eigene Schiff, das die Insel umkreist, zu verladen.  Wie die Vegetation eines Urwalds ver&amp;auml;ndert sich bei Expedition Sumatra best&amp;auml;ndig der Spielplan - alte Wege verschwinden, neue entstehen, w&amp;auml;hrend die Spieler auf der Suche nach im Dschungel versteckten Tieren die gr&amp;uuml;ne Wildnis durchk&amp;auml;mmen. Bei jedem Klappen eines Wegepl&amp;auml;ttchens stellt sich erneut die Frage, was sich darunter verbirgt - wird einem das Jagdgl&amp;uuml;ck hold sein, st&amp;ouml;&amp;szlig;t man nur auf verlassene Pfade oder lauert einem gar ein Eingeborener auf, der wom&amp;ouml;glich die m&amp;uuml;hsam gefangenen Tiere wieder zur&amp;uuml;ck in den Urwald bringen will?","['Country: Indonesia']"
"2404","Expedition Sumatra",2010,2,4,45,45,8,134,6.1694,2.4286,"['2011 Essener Feder Best Written Rules Winner']","Exploration","Sumatra - Island of many rare species  On behalf of the most famous zoological gardens of the Western World a few teams of big game hunters set out to the jungle of Sumatra to catch some nearly extinct species for the benefit of posterity. While also the black market lures with attractive prices, the inhabitants of the island have a say in the matter as well.  Expedition Sumatra leads the players into the dense primeval forest of the Indonesian island. By cleverly flipping and rotating the path tiles they have to build new roads through the jungle, track down rare animals and load them onto their ships, which circle around the island.  Like the vegetation in a jungle the board of Expedition Sumatra is constantly changing its appearance - old paths vanish, new ones appear, while the players are searching for animals hidden in the forest. And each tile that is flipped raises the question anew: Will the hunt be successful or will there be only deserted paths or might there even be a native lurking, ready to take the hard-won animals back to the jungle?  ---  Sumatra - Insel vieler seltener Tierarten  Im Auftrag namhafter Zoologischer G&amp;auml;rten machen sich mehrere Teams von Gro&amp;szlig;wildj&amp;auml;gern daran, zum Nutzen der Nachwelt einige der selten gewordenen Tiere im Dschungel von Sumatra einzufangen. Zwar lockt auch der Schwarzmarkt mit guten Preisen, doch die Inselbewohner haben ebenfalls noch ein W&amp;ouml;rtchen mitzureden.  Expedition Sumatra f&amp;uuml;hrt die Spieler in einen &amp;uuml;ppig wuchernden Inselurwald. Hier gilt es, durch geschicktes Klappen und Drehen der Wegepl&amp;auml;ttchen Pfade durchs Dickicht zu bahnen, seltene Tiere zu entdecken und auf das eigene Schiff, das die Insel umkreist, zu verladen.  Wie die Vegetation eines Urwalds ver&amp;auml;ndert sich bei Expedition Sumatra best&amp;auml;ndig der Spielplan - alte Wege verschwinden, neue entstehen, w&amp;auml;hrend die Spieler auf der Suche nach im Dschungel versteckten Tieren die gr&amp;uuml;ne Wildnis durchk&amp;auml;mmen. Bei jedem Klappen eines Wegepl&amp;auml;ttchens stellt sich erneut die Frage, was sich darunter verbirgt - wird einem das Jagdgl&amp;uuml;ck hold sein, st&amp;ouml;&amp;szlig;t man nur auf verlassene Pfade oder lauert einem gar ein Eingeborener auf, der wom&amp;ouml;glich die m&amp;uuml;hsam gefangenen Tiere wieder zur&amp;uuml;ck in den Urwald bringen will?","['Country: Indonesia']"
"2405","Expedition Sumatra",2010,2,4,45,45,8,134,6.1694,2.4286,"['2011 Essener Feder Best Written Rules Winner']","Maze","Sumatra - Island of many rare species  On behalf of the most famous zoological gardens of the Western World a few teams of big game hunters set out to the jungle of Sumatra to catch some nearly extinct species for the benefit of posterity. While also the black market lures with attractive prices, the inhabitants of the island have a say in the matter as well.  Expedition Sumatra leads the players into the dense primeval forest of the Indonesian island. By cleverly flipping and rotating the path tiles they have to build new roads through the jungle, track down rare animals and load them onto their ships, which circle around the island.  Like the vegetation in a jungle the board of Expedition Sumatra is constantly changing its appearance - old paths vanish, new ones appear, while the players are searching for animals hidden in the forest. And each tile that is flipped raises the question anew: Will the hunt be successful or will there be only deserted paths or might there even be a native lurking, ready to take the hard-won animals back to the jungle?  ---  Sumatra - Insel vieler seltener Tierarten  Im Auftrag namhafter Zoologischer G&amp;auml;rten machen sich mehrere Teams von Gro&amp;szlig;wildj&amp;auml;gern daran, zum Nutzen der Nachwelt einige der selten gewordenen Tiere im Dschungel von Sumatra einzufangen. Zwar lockt auch der Schwarzmarkt mit guten Preisen, doch die Inselbewohner haben ebenfalls noch ein W&amp;ouml;rtchen mitzureden.  Expedition Sumatra f&amp;uuml;hrt die Spieler in einen &amp;uuml;ppig wuchernden Inselurwald. Hier gilt es, durch geschicktes Klappen und Drehen der Wegepl&amp;auml;ttchen Pfade durchs Dickicht zu bahnen, seltene Tiere zu entdecken und auf das eigene Schiff, das die Insel umkreist, zu verladen.  Wie die Vegetation eines Urwalds ver&amp;auml;ndert sich bei Expedition Sumatra best&amp;auml;ndig der Spielplan - alte Wege verschwinden, neue entstehen, w&amp;auml;hrend die Spieler auf der Suche nach im Dschungel versteckten Tieren die gr&amp;uuml;ne Wildnis durchk&amp;auml;mmen. Bei jedem Klappen eines Wegepl&amp;auml;ttchens stellt sich erneut die Frage, was sich darunter verbirgt - wird einem das Jagdgl&amp;uuml;ck hold sein, st&amp;ouml;&amp;szlig;t man nur auf verlassene Pfade oder lauert einem gar ein Eingeborener auf, der wom&amp;ouml;glich die m&amp;uuml;hsam gefangenen Tiere wieder zur&amp;uuml;ck in den Urwald bringen will?","['Country: Indonesia']"
