"","objectid","name","yearpublished","sortindex","minplayers","maxplayers","minplaytime","maxplaytime","minage","min_community","max_community","totalvotes","playerage","languagedependence","usersrated","average","baverage","stddev","avgweight","numweights","numgeeklists","numtrading","numwanting","numcomments","siteviews","numplays","numplays_month","news","blogs","weblink","podcast","label","boardgamedesigner_cnt","boardgameartist_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","boardgamecategory_cnt","boardgamemechanic_cnt","boardgameexpansion_cnt","boardgameversion_cnt","boardgamefamily_cnt","boardgamedesigner","boardgameartist","boardgamepublisher","boardgamehonor","boardgamecategory","boardgameversion","boardgamemechanic","boardgameexpansion","boardgamefamily","description","gamelink"
"11",8521,"Whistling Death",2003,3577,1,4,240,240,14,"5","N/A",8,"(no votes)",0,249,8.16321,5.78815,1.79733,4.3125,64,225,18,50,123,156557,286,1,0,0,8,0,"Board Game",1,2,1,0,3,2,1,1,3,"['J. D. Webster""']","['Terry Leeds', 'Steve Pancrazio']","['Clash of Arms Games']","['None']","['Aviation / Flight', 'Wargame', 'World War II']","['First edition']","['Dice Rolling', 'Simulation']","['Whistling Death: Spitfires Over Darwin']","['Fighting Wings', 'Solitaire Games', 'Solitaire Wargames']","Whistling Death is the third game in J D Webster's WWII Fighting Wings series, developing the earlier Over the Reich and Achtung Spitfire games. Containing 110 scenarios ranging from flight training (3), introductory air combat (5), air-to air combat (58), air-to-ground (4), air-naval (32), and mission level (8).  It features 40 distinctive aircraft and numerous ship types. The only facet of the war in the Pacific missing from this game is ground support.  Components:       420 aircraft counters (1/2 inch square)      140 ship counters (1/2 x 1 inch)      60 ship counters (3/4 x 2 inch) which must be cut-out by the player      1 map      Rule book      Scenario book      Aircraft/ship data cards      Player aids","/boardgame/8521/whistling-death"
"12",3043,"TurfMaster Course Collection 1",1999,19070,2,8,90,90,10,"2","8",1,"10",1,115,8.16209,5.70604,1.36678,2.4545,11,32,5,23,46,16468,85,0,0,0,1,0,"Board Game",1,0,1,0,3,2,0,1,1,"['Albrecht Nolte""']","['Albrecht Nolte']","['AZA Spiele']","['None']","['Expansion for Base-game', 'Racing', 'Sports']","['First edition']","['Dice Rolling', 'Hand Management']","['None']","['Sports: Horse Racing']","The first collection of extra courses for Turfmaster.  Includes 2 new courses which are modeled after real racecourses:  D&amp;uuml;sseldorf and Hoppegarten.  Expands:      Turfmaster","/boardgameexpansion/3043/turfmaster-course-collection-1"
"13",96026,"18OE  On the Rails of the Orient Express",2014,2824,2,8,720,720,14,"4","8",17,"16",2,245,8.15155,5.89194,1.53901,4.5556,45,205,8,87,94,113168,612,2,0,3,2,4,"Board Game",1,1,1,1,3,4,0,1,2,"['Edward Sindelar""']","['Gary Simpson']","['Designs In Creative Entertainment (DICE)']","['2014 The Golden Elephant Award Finalist']","['Economic', 'Trains', 'Transportation']","['First edition']","['Auction/Bidding', 'Network and Route Building', 'Stock Holding', 'Tile Placement']","['None']","['18xx', 'Crowdfunding: Kickstarter']","18OE: On the Rails of the Orient Express is a monster 18xx game covering entire European continent. There are five types of companies - Private, Minor, Regional, Major, and National.  As in every 18xx game players invest in railway companies by buying stock, with the majority stock holder of each company deciding how the company acts on the game board. Depending on companies' actions value of stock changes, and players might receive dividends for stock held. The winner is the person with most money after adding the value of his stock holdings.  This game is notable for its size, that is rivaled only by 18C2C. The focus of the game is making the Orient Express run - having a train travel from one of the western capital cities to Constantinople.  While the full game takes 12 hours to play, shorter scenarios are included that take 4 and 6 hours each.","/boardgame/96026/18oe-rails-orient-express"
"14",68076,"Conflict of Heroes  Guadalcanal \u2013 The Pacific 1942",2016,2305,2,4,60,60,12,"2","4",8,"10",3,350,8.14871,6.00064,1.32777,3.0833,24,156,30,105,113,211055,522,1,1,10,1,5,"Board Game",3,2,3,1,2,4,1,3,2,"['Uwe Eickert""', 'Gunter Eickert""', 'Dean Halley""']","['Pavlos Germidis', 'Steve Paschal']","['Academy Games', 'ASYNCRON games', 'Ediciones MasQueOca']","['2016 Golden Geek Best Wargame Nominee']","['Wargame', 'World War II']","['English edition', 'French edition', 'Spanish edition']","['Action Points', 'Dice Rolling', 'Hexagon Grid', 'Modular Board']","['Conflict of Heroes: Guadalcanal u2013 U.S. Army']","['Conflict of Heroes', 'Country: Solomon Islands']","In 1942, the Japanese empire exploded across the Pacific, conquering everything before them. The only large land mass still held by the Allies was Australia, which they desperately needed as a staging area for a planned U.S. led counter-attack. The Japanese knew of the importance of Australia, but lacked the resources to conquer it, so they decided on the next best thing: Isolate Australia from the United States by building an airfield on the island of Guadalcanal, from which planes could disrupt the Allied supply lines.  The United States, ill-prepared as it was for any offensive actions, immediately attacked with the 1st Marine Division under the command of Major General Alexander A. Vandegrift, caught the Japanese by surprise and easily took control of the airfield. The Japanese 17th Army, under the command of Lt. Gen. Harukichi Hyakutake, counterattacked with an ever-increasing number of troops. For the next four months a titanic struggle took place in the air, on land and on sea as the isolated Marines and U.S. Army fought for their lives to hold their tiny perimeter around the airfield against the might of the Japanese Empire.  Conflict of Heroes: Guadalcanal &amp;ndash; Pacific Ocean 1942 recreates this struggle on your tabletop and includes gorgeous beach and jungles maps of the South Pacific, amphibious landing craft, the USMC, Japanese Banzai Charges, night combat, and much more.","/boardgame/68076/conflict-heroes-guadalcanal-pacific-1942"
"15",4716,"Cosmic Encounter  Expansion Set #2",1977,19748,3,6,90,90,12,"N/A","N/A",0,"(no votes)",0,141,8.14362,5.74617,1.65277,2.4286,7,32,12,6,44,12692,205,0,0,0,0,0,"Board Game",3,2,1,0,3,1,0,1,1,"['Bill Eberle""', 'Jack Kittredge""', 'Peter Olotka""']","['Dean Morrissey', 'Lori Walls']","['Eon']","['None']","['Card Game', 'Expansion for Base-game', 'Science Fiction']","['First edition']","['Variable Player Powers']","['None']","['Cosmic Encounter']","Add to the base game:        10 new alien powers (Anti-matter, Calculator, Diplomat, Filch, Gambler, Insect, Judge, Machine, Miser, Sorcerer)      1 system hex, 4 star discs, and 20 tokens for a sixth player (originally gold, later purple)   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #1      Cosmic Encounter: Expansion Set #3      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #6      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","/boardgameexpansion/4716/cosmic-encounter-expansion-set-2"
"16",4717,"Cosmic Encounter  Expansion Set #3",1978,19749,3,6,90,90,12,"N/A","N/A",0,"(no votes)",0,135,8.12815,5.73466,1.65289,2.7143,7,18,12,6,39,12251,186,0,0,0,0,0,"Board Game",3,0,1,0,3,1,0,1,1,"['Bill Eberle""', 'Jack Kittredge""', 'Peter Olotka""']","['Bill Eberle', 'Jack Kittredge', 'Peter Olotka']","['Eon']","['None']","['Card Game', 'Expansion for Base-game', 'Science Fiction']","['First edition']","['Variable Player Powers']","['None']","['Cosmic Encounter']","This expansion was created for the Eon version of Cosmic Encounter.  Add to the base game:        15 new alien powers (Assassin, Assessor, Aura, Changeling, Demon, Deuce, Doppleganger, Healer, Mesmer, Reincarnator, Schizoid, Silencer, Vacuum, Warrior, Wrack)      9 cards (Attack 17(1), 13(1), 9(2), 7(1); Compromise(1); 3 new Edicts: Rebirth(1), Timegash(1), Victory Boon(1))   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #1      Cosmic Encounter: Expansion Set #2      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #6      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","/boardgameexpansion/4717/cosmic-encounter-expansion-set-3"
"17",84876,"The Castles of Burgundy",2011,15,2,4,30,90,12,"2","4",1037,"12",1,40196,8.12741,8.01115,1.241,3.0014,2116,6932,677,1062,7034,2615367,170044,1071,11,599,83,89,"Board Game",1,2,8,10,3,5,14,9,5,"['Stefan Feld""']","['Julien Delval', 'Harald Lieske']","['alea', 'Ravensburger Spieleverlag GmbH', 'Broadway Toys LTD', 'Giochi Uniti', 'Grow Jogos e Brinquedos', 'Hobby World']","['2011 Deutscher Spiele Preis Best Family/Adult Game 2nd Place', '2011 Golden Geek Best Strategy Board Game Nominee', '2011 International Gamers Award - General Strategy; Multi-player Nominee', '2011 Meeples Choice Award', '2011 Spiel des Jahres Recommended', '2011 Tric Trac de Bronze']","['Dice', 'Medieval', 'Territory Building']","['Chinese/English edition', 'Giochi Uniti Italian edition', 'Grow Portuguese edition', 'Hobby World Russian edition', 'Polish edition', 'Ravensburger English/French edition']","['Dice Rolling', 'Hexagon Grid', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based']","['Brettspiel Adventskalender 2015', 'Brettspiel Adventskalender 2017', 'Brettspiel Adventskalender 2018', 'The Castles of Burgundy: 10th Expansion u2013 Solo', 'The Castles of Burgundy: 1st Expansion u2013 New Player Boards', 'The Castles of Burgundy: 2nd Expansion u2013 New Hex Tiles']","['Alea Big Box', 'Burgundy (France)', 'The Castles of Burgundy', 'Country: France', 'Tableau Building']","The game is set in the Burgundy region of High Medieval France. Each player takes on the role of an aristocrat, originally controlling a small princedom. While playing they aim to build settlements and powerful castles, practice trade along the river, exploit silver mines, and use the knowledge of travelers.  The game is about players taking settlement tiles from the game board and placing them into their princedom which is represented by the player board. Every tile has a function that starts when the tile is placed in the princedom. The princedom itself consists of several regions, each of which demands its own type of settlement tile.  The game is played in five phases, each consisting of five rounds.  Each phase begins with the game board stocked with settlement tiles and goods tiles.  At the beginning of each round all players roll their two dice, and the player who is currently first in turn order rolls a goods placement die.  A goods tile is made available on the game board according to the roll of the goods die.  During each round players take their turns in the current turn order.  During his turn, a player may perform any two of the four possible types of actions: 1) take a settlement tile from the numbered depot on the game board corresponding to one of his dice and place it in the staging area on his player board, 2) take a settlement tile from the staging area of his player board to a space on his player board with a number matching one of his dice in the corresponding region for the type of tile and adjacent to a previously placed settlement tile, 3) deliver goods with a number matching one of his dice, or 4) take worker tokens which allow the player to adjust the roll of his dice.  In addition to these actions a player may buy a settlement tile from the central depot on the game board and place it in the staging area on his player board.  If an action triggers the award of victory points, those points are immediately recorded.  Each settlement tile offers a benefit, additional actions, additional money, advancement on the turn order track, more goods tiles, die roll adjustment or victory points.  Bonus victory points are awarded for filling a region with settlement tiles.  The game ends when the last player finishes his turn of the fifth round of the fifth phase.  Victory points are awarded for unused money and workers, and undelivered goods.  Bonus victory points from certain settlement tiles are awarded at the end of the game.  The player with the most victory points wins.  The rules include basic and advanced versions.  This game is #14 in the Alea big box series.","/boardgame/84876/castles-burgundy"
"18",6581,"Korea  The Forgotten War",2003,2720,2,2,360,360,16,"2","2",7,"2",3,278,8.10629,5.91062,1.70349,4.2143,42,297,27,68,148,134392,361,0,0,2,3,1,"Board Game",2,2,2,1,3,3,0,2,3,"['Dean Essig""', 'Rod Miller""']","['Nicolu00e1s Eskubi', 'Dean Essig']","['The Gamers', 'Multi-Man Publishing']","['2003 Charles S. Roberts Best Modern Era Boardgame Nominee']","['Korean War', 'Modern Warfare', 'Wargame']","['First edition', 'Second edition']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['None']","['Asian Theme', 'Country: Korea', 'Operational Combat Series']","Korea: The Forgotten War, Is the ninth game in the Operational Combat Series (OCS) release by The Gamers.  The Korean War stands as a key event in world history. The first shooting confrontation of the Cold War, and the first limited war of the nuclear age, it is the only time since the Second World War that two of the world's major military powers fought one another - in this case the United States and China.  Diplomatically, the war offers an interesting view of the miscalculation and ineptitude on both sides that led to open conflict. It also brings to light the United Nations' first opportunity to play a leading role in world military events.  Korea: The Forgotten War covers the first year of the war and highlights the mobile phases of the battle. Campaign victory is determined most often by the stable positions of the lines (relative to the &amp;quot;neck&amp;quot; of the peninsula). A number of shorter scenarios are also included to allow players to explore specific operations or to use as a training scenario before taking on one of the campaign games.  Korea: The Forgotten War was initially released in 2003. The 2014 (2nd edition) is a reprint of the 2003 (1st edition) with changes made to address errata and to better conform to the latest version of the OCS rules when printed.   Korea: The Forgotten War has 15 scenarios broken down as follows:     5 1-map scenarios     4 2-map scenarios     6 3-map scenarios  Game Scale: Turn: Half-week Hex: 5 miles / 8 Km Units: Battalion to Army  2014 Game Inventory: Three 22 x 34&amp;quot; full-color mapsheets Four dual-side printed countersheets (2 combat, 2 markers - 560 1/2&amp;quot; counters) One 48-page OCS v4.1a rules booklet One 40-page Korea v2.0 game specific rules booklet Two 4-page OCS v4.1a Charts &amp;amp; Tables Folders Two dual-sided Player Aid cards Two 6-sided dice  Complexity: High Solitaire Suitability: High Playing Time: 4-100 hours Players: 1 or more","/boardgame/6581/korea-forgotten-war"
"19",4715,"Cosmic Encounter  Expansion Set #1",1977,19747,3,6,90,90,12,"N/A","N/A",0,"(no votes)",0,155,8.10548,5.76454,1.61237,2.6667,9,26,15,6,50,21726,215,0,0,0,0,0,"Board Game",3,2,1,0,3,1,0,1,1,"['Bill Eberle""', 'Jack Kittredge""', 'Peter Olotka""']","['Dean Morrissey', 'Lori Walls']","['Eon']","['None']","['Card Game', 'Expansion for Base-game', 'Science Fiction']","['First edition']","['Variable Player Powers']","['None']","['Cosmic Encounter']","Add to the base game:        10 new alien powers (Crystal, Dictator, Grudge, Magnet, Parasite, Plant, Seeker, Skeptic, Will, Worm)      1 system hex, 4 star discs, and 20 tokens for a fifth player (originally silver, later orange)   Expands:       Cosmic Encounter     Other expansions:       Cosmic Encounter: Expansion Set #2      Cosmic Encounter: Expansion Set #3      Cosmic Encounter: Expansion Set #4      Cosmic Encounter: Expansion Set #5      Cosmic Encounter: Expansion Set #6      Cosmic Encounter: Expansion Set #7      Cosmic Encounter: Expansion Set #8      Cosmic Encounter: Expansion Set #9","/boardgameexpansion/4715/cosmic-encounter-expansion-set-1"
"20",96848,"Mage Knight Board Game",2011,24,1,4,60,240,14,"1","3",1004,"14",4,25110,8.10013,7.89194,1.61558,4.2849,2197,6012,932,1172,5163,3923255,57915,229,8,313,69,67,"Board Game",1,3,8,8,4,11,4,17,4,"['Vlaada Chv\\u00e1til""']","['J. Lonnee', 'Chris Raimo', 'Milan Vavrou0148']","['WizKids', 'Asmodee', 'Giochi Uniti', 'Intrafin Games', 'Lacerta', 'NECA']","['2012 Golden Geek Best Board Game Artwork/Presentation Nominee', '2012 Golden Geek Best Strategy Board Game Nominee', '2012 Golden Geek Best Thematic Board Game Nominee', '2012 Golden Geek Best Thematic Board Game Winner', '2012 Golden Geek Most Innovative Board Game Nominee', '2012 International Gamers Award - General Strategy: Multi-player Nominee']","['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Czech edition', 'English edition', 'English edition', 'English edition', 'English edition', 'English edition']","['Card Drafting', 'Cooperative Game', 'Deck', 'Dice Rolling', 'Grid Movement', 'Hand Management']","['Mage Knight Board Game: Dual Color Cards Expansion', 'Mage Knight Board Game: Krang Character Expansion', 'Mage Knight Board Game: Shades of Tezla Expansion', 'Mage Knight Board Game: The Lost Legion Expansion']","['Clix', 'Components: Miniatures', 'Mage Knight Universe', 'Solitaire Games']","The Mage Knight board game puts you in control of one of four powerful Mage Knights as you explore (and conquer) a corner of the Mage Knight universe under the control of the Atlantean Empire. Build your army, fill your deck with powerful spells and actions, explore caves and dungeons, and eventually conquer powerful cities controlled by this once-great faction!  In competitive scenarios, opposing players may be powerful allies, but only one will be able to claim the land as their own.  In cooperative scenarios, the players win or lose as a group.  Solo rules are also included.  Combining elements of RPGs, deck-building, and traditional board games the Mage Knight board game captures the rich history of the Mage Knight universe in a self-contained gaming experience.","/boardgame/96848/mage-knight-board-game"
"21",69130,"Next War  Korea",2012,3605,2,2,120,480,12,"2","2",3,"16",3,203,8.08744,5.78525,1.39854,4.2,35,194,22,58,121,154842,328,0,0,10,8,1,"Board Game",2,3,1,1,2,1,2,3,3,"['Gene Billingsley""', 'Mitchell Land""']","['Charles Kibler', 'Rodger B. MacGowan', 'Mark Simonitch']","['GMT Games']","['2012 Charles S. Roberts Best Post-WW2 Era Board Wargame Nominee']","['Modern Warfare', 'Wargame']","['First boxed edition', 'First ziplock edition', 'Second edition']","['Hexagon Grid']","['Next War Supplement #2: Insurgency', 'Next War: Supplement #1']","['Country: Korea', 'GMT Next War Series', 'History: Alternate History']","Sixty years of tense, uneasy peace are shattered as the Korean Peninsula erupts in renewed warfare. One historically, ethnically, and culturally homogeneous people polarized and separated by superpower politics and economics hurl men, weapons, and material into the maelstrom of modern combat in an attempt to settle their arbitrary division once and for all.  From Pyongyang in North Korea to Busan in the South, the war rages. In a scene reminiscent of the first attack by the In Min Gun in 1950, the North Korean People&amp;rsquo;s Army surges across the Demilitarized Zone and penetrates deep into South Korea.  Special Operations Forces from both sides conduct raids, interdiction, and reconnaissance missions behind enemy lines while airborne, air assault, and amphibious forces strike far behind those lines attempting to outflank the main army forces of both sides. In the air, both sides wage a heated campaign in an effort to establish superiority over the skies of Korea. With rough terrain and the full ferocity of modern armor, airmobile, airborne, and marine warfighting capabilities, there is no safe haven in the lethal cauldron of battle which has engulfed the Korean Peninsula.  While North and South battle for a quick, decisive victory, the world awaits the response of the two military superpowers in the region: the United States of America and the People&amp;rsquo;s Republic of China. Will the United States, stung by high casualties among the soldiers of its 2nd Infantry Division near the DMZ during the surprise artillery barrages and initial assaults on the first day of the war, be able to reinforce the South quickly enough, and, if so, how and in what strength? Will the Communist Chinese again react (or pre-emptively intervene) to a massive US response and join the fray, thus widening the conflict? As the situation evolves, choices are made, forces are committed, and the security of Japan and the future of the two Koreas hangs in the balance.  Next War: Korea, the first of a planned series of Next War games, allows players to fight a near future war on the Korean peninsula. In this updated and improved version of the previously-released Crisis: Korea 1995, players have access to virtually all military assets of North and South Korea, as well as large forces from the USA and the PRC. The integrated, easy to learn air-land combat system allows for unit efficiency, armor effects, light infantry, attack helicopters, Close Air Support, Cruise Missiles, and the particularly tough terrain of Korea.  Make no mistake: Next War: Korea is not an Introductory wargame. Rather, we have intended herein to create a system (and a series) that will allow detailed study of modern warfare in various venues as well as engaging gameplay. That said, the Standard Game rules encompass a fairly straightforward ruleset that will, we think, be considered pretty &amp;quot;easy to learn&amp;quot; by experienced wargamers. So players who choose to play Standard Game scenarios can have a relatively quick game when that's what suits them. The real flavor of a war in the theatre, though, comes through in the Advanced Game, where you get much more control over airpower and can more clearly see each side's strengths and weaknesses. For players who want a &amp;quot;mini-monster game&amp;quot; experience, playing the Advanced Game Campaign Scenarios with some or all of the optional rules will definitely &amp;quot;deliver.&amp;quot;  So our hope is that we have created a game with enough variety and scaling of complexity that you can find an engaging and maybe even enlightening experience whether you want to play a fast two-player game, a longer monster game, or an ongoing solitaire study. We intend to provide tools for online game play as well (a Vassal module is being created now for use during playtesting) so that this game can be played in either real-time or over longer periods on the internet.  				 				 					Units  Ground units in Next War: Korea represent primarily divisions and brigades of armies of North and South Korea, The United States and her Allies, and the People's Republic of China. All ground units are rated for their attack and defense strengths, movement capabilities, and unit efficiency.  Air units represent fighter, bomber, and attack squadrons of the major combatants and are rated for All-Weather Capabilities as well as their range, average pilot skill, and their abilities in Air-to-Air Combat, Close Air Support, and Strike missions.  Naval units and capabilities are abstracted somewhat in the Next War series. A &amp;quot;Sea Control&amp;quot; mechanism reflects the results of the surface and sub-surface battles, while the game's naval unit counters represent the major Aircraft Carrier Battle Groups and Amphibious Ready Groups of the US Navy. Additional amphibious capabilities are represented by the Special Forces capabilities of each side.  				 				 					Maps and Terrain  The game's two maps present a portion of modern-day Korea at a scale of roughly 7.5 miles per hex. The maps cover the entire peninsula east-to-west and stretch from about 30 miles north of Pyongyang in the North to Taegu in the south. Hexes are larger than the standard 1/2&amp;quot; hex found in Crisis Korea: 1995, allowing us to use larger 9/16&amp;quot; counters in this game and make it a bit easier for players to move game pieces in the congested areas around the DMZ.  				 				 					Game System  As in Crisis: Korea 1995, there are two types of game turns: Initiative turns (longer turns where the side with the Initiative has more opportunities to move and attack) and Contested turns (shorter turns where neither side has the initiative but each is trying to muster the resources to regain the initiative). Thus the inherent &amp;quot;initiative player advantage&amp;quot; built into the game system incents each player to always be thinking about how to seize and maintain the battlefield initiative.  A Standard game turn is composed of:      Weather Determination. Bad weather can severaly hamper air and naval operations activity and can significantly slow ground operations.     Initiative Determination     an Air/Naval Phase, wherein air superiority levels and air availability are determined and Sea Control is established or modified.      One or more Movement and Combat Phases that allow both sides to move, react, and fight, with an advantage to the Initiative player on non-Contested turns     Arrival of Reinforcements and Replacements     Victory Determination     Combat resolution examines not only unit strengths but also unit efficiency (representing training, doctrine, and morale), as well as the terrain where the combat takes place. The CRT tends to be very bloody, reflecting both what we believe will be a degree of attritional warfare early on in light of the massive artillery concentrations near the DMZ as well as the lethality of modern weapons. As in many games, casualties represent not only actual combat losses, but also losses of unit cohesion brought about by the rapidity and pace with which modern armies are able to engage and exploit on the battlefield.  				 				 					Scenarios  There are several Standard Game scenarios. The first three one mappers, &amp;quot;Seoul Train,&amp;quot; &amp;quot;Uijong Blues,&amp;quot; and &amp;quot;East Coast Highway&amp;quot; (North Map only) cover the first week of the war by dividing the DMZ into roughly three equal sections. These focus on the initial assaults to break the South Korean lines and introduce players to the basic mechanics of the system, while giving them insight into attack and defense strategies for the &amp;quot;big game.&amp;quot; Players can also play the entire DMZ front scenario, &amp;quot;Militarized Zone,&amp;quot; (North Map only) for the first week (basically, combining the three scenarios above). In addition, players can add the South Map and play the entire Standard Campaign game, &amp;quot;All In.&amp;quot; Two other scenarios are provided which examine the U.S. Amphibious landing. &amp;quot;Inchon Again&amp;quot; and the battle for Taejon, &amp;quot;Spearhead.&amp;quot; In addition, a scenario, &amp;quot;They Did What?&amp;quot; is provided for players to experiement with a South Korean attack on North Korea without, however, the help of the United States.  The Advanced Game Scenarios come in three flavors &amp;agrave; la NATO: The Next War in Europe: Strategic Surprise, Tactical Surprise, and Extended Buildup. This offers the players the ability to game out a variety of &amp;quot;At Start&amp;quot; war scenarios based on varying levels of readiness.  There is also an International Posture Matrix &amp;agrave; la Flashpoint: Golan to allow players to experiment with a variety of intervention options for the non-Korean players in the region.  In Next War: Korea, the Korean Peninsula is on fire with two of the world's most well-prepared, antagonistic forces arrayed against each other. Can you, as the North Korean People&amp;rsquo;s Army commander, conquer the South in 3 weeks before the full might of the U.S. can be brought to bear? Can you, as the Republic of Korea&amp;rsquo;s Army commander, hold out against the renewed Communist assault until help arrives? And what will China do? There&amp;rsquo;s only one way to find out...  				 				 					Components       2 22x34&amp;quot; maps     4 9/16&amp;quot; counter sheets + 1 Errata and Expansion Bonus 1/2 sheet (1026 counters)     2 rulebooks (Standard + Advanced Rules and Game Specific Rules)     5 8.5x11&amp;quot; Player Aids     2 11x17&amp;quot; Player Aids     1 10-sided die   The 2012 version and the 2016 ziplock version contain the same game components; except the 2012 version is packaged in a box, while the 2016 version is in a ziplock bag.  Game Design and Development: Mitchell Land Original System Design: Gene Billingsley  TIME SCALE  3.5 days per turn MAP SCALE  7.5 miles per hex UNIT SCALE  Division / Brigade  / Battalion NUMBER OF PLAYERS  One or two (can be played in teams)","/boardgame/69130/next-war-korea"
